literal	file	line	platform	ownership	new_value	compatibility	owner_phase
path-consumer	tests/ui/capture/harness/paths.mjs	31	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/harness/server.mjs	1	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/capture/harness/server.mjs	7	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	tests/ui/capture/harness/server.mjs	42	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/capture/harness/server.mjs	43	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/capture/harness/server.mjs	80	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/capture/harness/server.mjs	81	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/harness/server.mjs	82	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/harness/server.mjs	91	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/harness/server.mjs	96	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/harness/server.mjs	100	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/harness/shot.mjs	245	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/harness/shot.mjs	258	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	tests/ui/capture/index.mjs	7	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/index.mjs	188	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/index.mjs	400	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/index.mjs	407	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	tests/ui/capture/index.mjs	447	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/scenarios/config/appearance-palette.mjs	71	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/scenarios/config/appearance-palette.mjs	72	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/scenarios/config/appearance-palette.mjs	91	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/scenarios/config/appearance-palette.mjs	92	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/runtimes/rapid-mlx/0.10.10/venv/bin/rapid-mlx	tests/ui/capture/scenarios/features/rapid-mlx-runtime.mjs	29	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/scenarios/models/models-v2.mjs	95	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/models/	tests/ui/capture/scenarios/models/models-v2.mjs	168	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/scenarios/presets/preset-editor.mjs	67	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/capture/scenarios/presets/preset-editor.mjs	68	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/core/app-shell.spec.js	76	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/bin/llama-monitor	tests/ui/core/app-shell.spec.js	277	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/core/app-shell.spec.js	278	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/bin/llama-monitor	tests/ui/core/app-shell.spec.js	321	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/core/app-shell.spec.js	322	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/core/model-inventory.spec.js	92	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/core/tls-certificates.spec.js	79	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/debug-compact.mjs	11	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/fill-context.mjs	11	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	tests/ui/node_modules/.package-lock.json	2	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	tests/ui/node_modules/@playwright/test/README.md	3	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/@playwright/test/package.json	9	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/axe-core/axe.js	17221	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/axe-core/axe.min.js	12	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/axe-core/package.json	42	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/fsevents/package.json	58	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	tests/ui/node_modules/playwright/README.md	3	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright/lib/transform/babelBundle.js	59553	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright/package.json	9	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright/types/test.d.ts	532	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright/types/test.d.ts	535	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright/types/test.d.ts	1037	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright/types/test.d.ts	1775	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright/types/test.d.ts	1778	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright/types/test.d.ts	9879	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/bin/install_webkit_wsl.ps1	22	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/bin/install_webkit_wsl.ps1	23	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/bin/install_webkit_wsl.ps1	24	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/bin/install_webkit_wsl.ps1	25	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/bin/install_webkit_wsl.ps1	26	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/bin/install_webkit_wsl.ps1	28	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/bin/install_webkit_wsl.ps1	29	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6705	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6706	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6707	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6710	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6711	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6712	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6715	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6716	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6717	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6720	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6721	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6722	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6725	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6726	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6727	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6730	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6731	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6732	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6735	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6736	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6737	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6740	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6741	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	6742	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	20361	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	20379	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/node_modules/playwright-core/lib/coreBundle.js	28595	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	28597	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	28599	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	28968	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/node_modules/playwright-core/lib/coreBundle.js	28971	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/node_modules/playwright-core/lib/coreBundle.js	28972	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/node_modules/playwright-core/lib/coreBundle.js	28973	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	29008	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/node_modules/playwright-core/lib/coreBundle.js	29011	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/node_modules/playwright-core/lib/coreBundle.js	29012	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/node_modules/playwright-core/lib/coreBundle.js	29013	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	35232	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	35246	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	40532	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	42849	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	42851	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	42972	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	42974	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/node_modules/playwright-core/lib/coreBundle.js	43044	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/node_modules/playwright-core/lib/coreBundle.js	43045	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	43051	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	43052	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/node_modules/playwright-core/lib/coreBundle.js	45089	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/node_modules/playwright-core/lib/coreBundle.js	45090	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	45096	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	45097	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	47575	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	49619	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/node_modules/playwright-core/lib/coreBundle.js	51279	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	51281	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	51283	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	53928	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68371	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68372	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68373	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68376	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68377	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68378	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68381	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68382	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68383	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68386	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68387	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68388	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68391	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68392	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68393	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68396	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68397	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68398	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68401	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68402	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68403	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68406	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68407	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68408	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68741	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68848	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68850	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/coreBundle.js	68852	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	70437	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/coreBundle.js	72082	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	tests/ui/node_modules/playwright-core/lib/serverRegistry.js	7281	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/serverRegistry.js	7283	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/serverRegistry.js	7285	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/tools/cli-client/channelSessions.js	97	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	tests/ui/node_modules/playwright-core/lib/tools/cli-client/channelSessions.js	98	macos	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	tests/ui/node_modules/playwright-core/lib/tools/cli-client/channelSessions.js	99	windows	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
